status,tenant,skuCode,productCode,dataAmountCode,dataAmount,dataAmountUnit,dayAmount,dayAmountUnit,nameVn,nameEn,frameSku,datapackSku,vendorCode,larkSkuCode,larkProductCode,throttleSpeed,call,callSmsDetails,expirations,vendorSku,vendorSkuSim,latestCogs,latestCogsCurrency,originalCost,currency,referenceCostVnd,selectedActualBulkCostVnd,costBaseEsimSim,finalCogsNotIncludedVatVnd,vatForBaseSimCardsVnd,finalCogsIncludedVatVnd,finalCogsUsd,suggestedB2cPrice65MarginVnd,currencyUsd,exchangeRateUsd,suggestedB2cPrice60MarginUsd,wrGroup,dateCreated,lastModifiedDate,purchaseTypeVnView,purchaseTypeUsView
Active,VN,3CJPNWMP00130,3CJPNWMP,001,1,GB,30,DAY(S),eSIM Nhật Bản 1GB 30 Ngày,eSIM Japan 1GB 30 Days,,,WM,,,,,,,DCJPNWMP00130,,261306.88,VND,,,,,,,,,,,,,,,,,,
Active,US,DCJPNWMP00130,DCJPNWMP,001,1,GB,30,DAY(S),eSIM Nhật Bản 1GB 30 Ngày,eSIM Japan 1GB 30 Days,,,WM,,,128 kbps,No,,30,WM-e-JP-SB-1GB-30D,,9.91,USD,,,,,,,,,,,,,,,,,,
Temporary,VN,1ECNMCTF00705,1ECNMCTF,007,7,GB,5,DAY(S),"SIM China, Macao 07GB 05 Ngày","SIM China, Macao 07GB 05 Day(s)",1DCNMCTF00705,1ACNMCTF00705,CT,CNMCT07GBFY05D,,128 kbps,No,,,,,82318,VND,,,,,,,,,,,,,,,,,,
Temporary,VN,1ACNMCTF00705,1ACNMCTF,007,7,GB,5,DAY(S),"SIM China, Macao 07GB 05 Ngày","SIM China, Macao 07GB 05 Day(s)",,,CT,,,,,,,,,68874,VND,,,,,,,,,,,,,,,,,,
Temporary,VN,1DCNMCTF00705,1DCNMCTF,007,7,GB,5,DAY(S),"SIM China, Macao 07GB 05 Ngày","SIM China, Macao 07GB 05 Day(s)",,,CT,,,,,,,,,13444.4,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ASGP3DF03030,3ASGP3DF,030,30,GB,30,DAY(S),SIM Singapore 30GB 30 Ngày,SIM Singapore 30GB 30 Day(s),,,3D,,,256 kbps,No,,,CDOF00060000391,CDOF00060000391,278914,VND,,,,,,,,,,,,,,,,,,
Active,VN,2CTHATMF01507,2CTHATMF,015,15,GB,7,DAY(S),eSIM Thái Lan 15GB 7 Ngày,eSIM Thailand 15GB 7 Days,,,TM,,,15GB high speed then throttle to 1mbps,No,Go to Dtac/True Store to KYC for Call/SMS function,,,,89322,VND,0,VND,0,0,,0,,0,75126,,VND,,,,,,,
Active,VN,2CTHATMF05010,2CTHATMF,050,50,GB,10,DAY(S),eSIM Thái Lan 50GB 10 Ngày,eSIM Thailand 50GB 10 Days,,,TM,,,50GB high speed then throttle to 1mbps,No,Go to Dtac/True Store to KYC for Call/SMS function,,,,105563,VND,0,VND,0,0,,0,,0,91469,,VND,,,,,,,
Active,VN,3EW243DP00101,3EW243DP,001,1,GB,1,Day(s),SIM Á - Âu - Mỹ 24 nước 01GB 01 Ngày,SIM Asia - Europe - USA 24 countries 01GB 01 Day(s),1D0003DK00000,3AW243DP00101,3D,W243D01GBPY01D,W243DP,,,,,CDOF00060001071,,18369.2,VND,,,,,,,,,,,,,,,,,,
Temporary,VN,4EWORELY01030,4EWORELY,010,10,GB,30,Day(s),SIM Toàn Cầu  10GB 30 Ngày,SIM Global 10GB 30 Day(s),1D000ELK00000,4AWORELY01030,EL,WOREL10GBFX30D,WORELF,,,,,,,226211.8,VND,,,,,,,,,,,,,,,,,,
Temporary,VN,4EWORELY03030,4EWORELY,030,30,GB,30,Day(s),SIM Toàn Cầu  30GB 30 Ngày,SIM Global 30GB 30 Day(s),1D000ELK00000,4AWORELY03030,EL,WOREL30GBFX30D,WORELF,,,,,,,304545,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSASSDUNL30,3EUSASSD,UNL,9999,GB,30,Day(s),SIM Hoa Kỳ  Unlimited 30 Ngày,SIM United States of America Unlimited 30 Day(s),1D000SSK00000,3AUSASSDUNL30,SS,USASSUNLIPY30D,USASSP,Unlimited high speed,Yes,Unlimited local calls/sms,,Simply Prepaid Unlimited,,777992,VND,27.5,USD,728750,,75355,804105,2000,806105,31.37,,USD,26500,,,1753343244000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSAJYF02030,3EUSAJYF,020,20,GB,30,Day(s),SIM Hoa Kỳ  20GB 30 Ngày,SIM United States of America 20GB 30 Day(s),1D000JYK00000,3AUSAJYF02030,JY,USAJY20GBFY30D,USAJYF,128 kbps,No,,,CZUSAT-30-20GB,,310624.62,VND,78,CNY,304200,,15120,,2000,321320,12.5,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSASSDUNL15,3EUSASSD,UNL,9999,GB,15,Day(s),SIM Hoa Kỳ  Unlimited 15 Ngày,SIM United States of America Unlimited 15 Day(s),1D000SSK00000,3AUSASSDUNL15,SS,USASSUNLIPY15D,USASSP,,,,,Unlimited 15 days,,685732,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP5HM05,3EUSABCP,5HM,500,MB,5,Day(s),SIM Hoa Kỳ 500MB 05 Ngày,SIM United States of America 500MB 05 Day(s),1D000BCK00000,3AUSABCP5HM05,BC,USABC500MPY05D,USABCP,128 kbps,No,,,1655705037947510,,55207.08,VND,10.5,CNY,40950,,20074,61024,2000,63024,2.45,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EW223DP00101,3EW223DP,001,1,GB,1,Day(s),SIM Á - Âu - Mỹ 22 nước 01GB 01 Ngày,SIM Asia - Europe - USA 22 countries 01GB 01 Day(s),1D0003DK00000,3AW223DP00101,3D,W223D01GBPY01D,W223DP,,,,,CDOF00060001070,,18369.2,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSAJYF00507,3EUSAJYF,005,5,GB,7,Day(s),SIM Hoa Kỳ  05GB 07 Ngày,SIM United States of America 05GB 07 Day(s),1D000JYK00000,3AUSAJYF00507,JY,USAJY05GBFY07D,USAJYF,128 kbps,No,,,CZUSAT-7-5GB,,87169.49,VND,20,CNY,78000,,15120,,2000,95120,3.7,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSAJYF01007,3EUSAJYF,010,10,GB,7,Day(s),SIM Hoa Kỳ  10GB 07 Ngày,SIM United States of America 10GB 07 Day(s),1D000JYK00000,3AUSAJYF01007,JY,USAJY10GBFY07D,USAJYF,,,,,CZUSAT-7-10GB,,137254.26,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSAJYF01015,3EUSAJYF,010,10,GB,15,Day(s),SIM Hoa Kỳ  10GB 15 Ngày,SIM United States of America 10GB 15 Day(s),1D000JYK00000,3AUSAJYF01015,JY,USAJY10GBFY15D,USAJYF,128 kbps,No,,,CZUSAT-15-10GB,,160370.31,VND,39,CNY,152100,,15120,167220,2000,169220,6.58,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSABCP00115,3EUSABCP,001,1,GB,15,Day(s),SIM Hoa Kỳ 01GB 15 Ngày,SIM United States of America 01GB 15 Day(s),1D000BCK00000,3AUSABCP00115,BC,USABC01GBPY15D,USABCP,,,,,1655705037637508,,161155.64,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP5HM20,3EUSABCP,5HM,500,MB,20,Day(s),SIM Hoa Kỳ 500MB 20 Ngày,SIM United States of America 500MB 20 Day(s),1D000BCK00000,3AUSABCP5HM20,BC,USABC500MPY20D,USABCP,128 kbps,No,,,1655705037947510,,153450.29,VND,36,CNY,140400,,20074,,2000,162474,6.32,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSASSDUNL10,3EUSASSD,UNL,9999,GB,10,Day(s),SIM Hoa Kỳ  Unlimited 10 Ngày,SIM United States of America Unlimited 10 Day(s),1D000SSK00000,3AUSASSDUNL10,SS,USASSUNLIPY10D,USASSP,,,,,Unlimited 10 days,,474852,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP5HM10,3EUSABCP,5HM,500,MB,10,Day(s),SIM Hoa Kỳ 500MB 10 Ngày,SIM United States of America 500MB 10 Day(s),1D000BCK00000,3AUSABCP5HM10,BC,USABC500MPY10D,USABCP,128 kbps,No,,,1655705037947510,,87954.82,VND,19,CNY,74100,,20074,,2000,96174,3.74,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSAJYF02007,3EUSAJYF,020,20,GB,7,Day(s),SIM Hoa Kỳ  20GB 07 Ngày,SIM United States of America 20GB 07 Day(s),1D000JYK00000,3AUSAJYF02007,JY,USAJY20GBFY07D,USAJYF,128 kbps,No,,,CZUSAT-7-20GB,,264392.53,VND,66,CNY,257400,,15120,272520,2000,274520,10.68,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSAJYF01030,3EUSAJYF,010,10,GB,30,Day(s),SIM Hoa Kỳ  10GB 30 Ngày,SIM United States of America 10GB 30 Day(s),1D000JYK00000,3AUSAJYF01030,JY,USAJY10GBFY30D,USAJYF,,,,,CZUSAT-30-10GB,,171928.34,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP5HM15,3EUSABCP,5HM,500,MB,15,Day(s),SIM Hoa Kỳ 500MB 15 Ngày,SIM United States of America 500MB 15 Day(s),1D000BCK00000,3AUSABCP5HM15,BC,USABC500MPY15D,USABCP,128 kbps,No,,,1655705037947510,,120702.55,VND,27.5,CNY,107250,,20074,,2000,129324,5.03,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSABCP00130,3EUSABCP,001,1,GB,30,Day(s),SIM Hoa Kỳ 01GB 30 Ngày,SIM United States of America 01GB 30 Day(s),1D000BCK00000,3AUSABCP00130,BC,USABC01GBPY30D,USABCP,,,,,1655705037637508,,299851.92,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSAJYF00530,3EUSAJYF,005,5,GB,30,Day(s),SIM Hoa Kỳ  05GB 30 Ngày,SIM United States of America 05GB 30 Day(s),1D000JYK00000,3AUSAJYF00530,JY,USAJY05GBFY30D,USAJYF,,,,,CZUSAT-30-5GB,,106432.87,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP5HM30,3EUSABCP,5HM,500,MB,30,Day(s),SIM Hoa Kỳ 500MB 30 Ngày,SIM United States of America 500MB 30 Day(s),1D000BCK00000,3AUSABCP5HM30,BC,USABC500MPY30D,USABCP,128 kbps,No,,,1655705037947510,,218945.76,VND,53,CNY,206700,,20074,,2000,228774,8.9,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSAJYF02015,3EUSAJYF,020,20,GB,15,Day(s),SIM Hoa Kỳ  20GB 15 Ngày,SIM United States of America 20GB 15 Day(s),1D000JYK00000,3AUSAJYF02015,JY,USAJY20GBFY15D,USAJYF,128 kbps,No,,,CZUSAT-15-20GB,,295213.92,VND,74,CNY,288600,,15120,303720,2000,305720,11.9,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSAJYF00515,3EUSAJYF,005,5,GB,15,Day(s),SIM Hoa Kỳ  05GB 15 Ngày,SIM United States of America 05GB 15 Day(s),1D000JYK00000,3AUSAJYF00515,JY,USAJY05GBFY15D,USAJYF,128 kbps,No,,,CZUSAT-15-5GB,,98727.52,VND,23,CNY,89700,,15120,104820,2000,106820,4.16,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSABCP5HM07,3EUSABCP,5HM,500,MB,7,Day(s),SIM Hoa Kỳ 500MB 07 Ngày,SIM United States of America 500MB 07 Day(s),1D000BCK00000,3AUSABCP5HM07,BC,USABC500MPY07D,USABCP,128 kbps,No,,,1655705037947510,,68306.18,VND,13.9,CNY,54210,,20074,74284,2000,76284,2.97,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSABCP00120,3EUSABCP,001,1,GB,20,Day(s),SIM Hoa Kỳ 01GB 20 Ngày,SIM United States of America 01GB 20 Day(s),1D000BCK00000,3AUSABCP00120,BC,USABC01GBPY20D,USABCP,,,,,1655705037637508,,207387.73,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00307,3EUSA3DP,003,3,GB,7,Day(s),SIM Hoa Kỳ 03GB 07 Ngày,SIM United States of America 03GB 07 Day(s),1D0003DK00000,3AUSA3DP00307,3D,USA3D03GBPY07D,USA3DP,,,,,CDOF00060001004,,207693.3,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP00107,3EUSABCP,001,1,GB,7,Day(s),SIM Hoa Kỳ 01GB 07 Ngày,SIM United States of America 01GB 07 Day(s),1D000BCK00000,3AUSABCP00107,BC,USABC01GBPY07D,USABCP,,,,,1655705037637508,,87184.28,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00230,3EUSA3DP,002,2,GB,30,Day(s),SIM Hoa Kỳ 02GB 30 Ngày,SIM United States of America 02GB 30 Day(s),1D0003DK00000,3AUSA3DP00230,3D,USA3D02GBPY30D,USA3DP,,,,,CDOF00060001001,,576875.3,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00220,3EUSA3DP,002,2,GB,20,Day(s),SIM Hoa Kỳ 02GB 20 Ngày,SIM United States of America 02GB 20 Day(s),1D0003DK00000,3AUSA3DP00220,3D,USA3D02GBPY20D,USA3DP,,,,,CDOF00060001000,,387551.2,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP00110,3EUSABCP,001,1,GB,10,Day(s),SIM Hoa Kỳ 01GB 10 Ngày,SIM United States of America 01GB 10 Day(s),1D000BCK00000,3AUSABCP00110,BC,USABC01GBPY10D,USABCP,,,,,1655705037637508,,114923.54,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00315,3EUSA3DP,003,3,GB,15,Day(s),SIM Hoa Kỳ 03GB 15 Ngày,SIM United States of America 03GB 15 Day(s),1D0003DK00000,3AUSA3DP00315,3D,USA3D03GBPY15D,USA3DP,,,,,CDOF00060001006,,434882.22,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00215,3EUSA3DP,002,2,GB,15,Day(s),SIM Hoa Kỳ 02GB 15 Ngày,SIM United States of America 02GB 15 Day(s),1D0003DK00000,3AUSA3DP00215,3D,USA3D02GBPY15D,USA3DP,,,,,CDOF00060000999,,292889.15,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00330,3EUSA3DP,003,3,GB,30,Day(s),SIM Hoa Kỳ 03GB 30 Ngày,SIM United States of America 03GB 30 Day(s),1D0003DK00000,3AUSA3DP00330,3D,USA3D03GBPY30D,USA3DP,,,,,CDOF00060001008,,860861.45,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00320,3EUSA3DP,003,3,GB,20,Day(s),SIM Hoa Kỳ 03GB 20 Ngày,SIM United States of America 03GB 20 Day(s),1D0003DK00000,3AUSA3DP00320,3D,USA3D03GBPY20D,USA3DP,,,,,CDOF00060001007,,576875.3,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00303,3EUSA3DP,003,3,GB,3,Day(s),SIM Hoa Kỳ 03GB 03 Ngày,SIM United States of America 03GB 03 Day(s),1D0003DK00000,3AUSA3DP00303,3D,USA3D03GBPY03D,USA3DP,,,,,CDOF00060001002,,94098.84,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00310,3EUSA3DP,003,3,GB,10,Day(s),SIM Hoa Kỳ 03GB 10 Ngày,SIM United States of America 03GB 10 Day(s),1D0003DK00000,3AUSA3DP00310,3D,USA3D03GBPY10D,USA3DP,,,,,CDOF00060001005,,292889.15,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00210,3EUSA3DP,002,2,GB,10,Day(s),SIM Hoa Kỳ 02GB 10 Ngày,SIM United States of America 02GB 10 Day(s),1D0003DK00000,3AUSA3DP00210,3D,USA3D02GBPY10D,USA3DP,,,,,CDOF00060000998,,198227.1,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSABCP00105,3EUSABCP,001,1,GB,5,Day(s),SIM Hoa Kỳ 01GB 05 Ngày,SIM United States of America 01GB 05 Day(s),1D000BCK00000,3AUSABCP00105,BC,USABC01GBPY05D,USABCP,128 kbps,No,,,1655705037637508,,68691.45,VND,14,CNY,54600,,20074,,2000,76674,2.98,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3EUSA3DP00305,3EUSA3DP,003,3,GB,5,Day(s),SIM Hoa Kỳ 03GB 05 Ngày,SIM United States of America 03GB 05 Day(s),1D0003DK00000,3AUSA3DP00305,3D,USA3D03GBPY05D,USA3DP,256 kbps,No,,,CDOF00060001003,,150896.07,VND,42,HKD,145740,,8991,154731,2000,156731,6.1,,USD,26500,,,1765268228000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3EUSA3DP00103,3EUSA3DP,001,1,GB,3,Day(s),SIM Hoa Kỳ 01GB 03 Ngày,SIM United States of America 01GB 03 Day(s),1D0003DK00000,3AUSA3DP00103,3D,USA3D01GBPY03D,USA3DP,,,,,CDOF00060000988,,37301.61,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00203,3EUSA3DP,002,2,GB,3,Day(s),SIM Hoa Kỳ 02GB 03 Ngày,SIM United States of America 02GB 03 Day(s),1D0003DK00000,3AUSA3DP00203,3D,USA3D02GBPY03D,USA3DP,,,,,CDOF00060000995,,65700.23,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00205,3EUSA3DP,002,2,GB,5,Day(s),SIM Hoa Kỳ 02GB 05 Ngày,SIM United States of America 02GB 05 Day(s),1D0003DK00000,3AUSA3DP00205,3D,USA3D02GBPY05D,USA3DP,,,,,CDOF00060000996,,103565.05,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00110,3EUSA3DP,001,1,GB,10,Day(s),SIM Hoa Kỳ 01GB 10 Ngày,SIM United States of America 01GB 10 Day(s),1D0003DK00000,3AUSA3DP00110,3D,USA3D01GBPY10D,USA3DP,,,,,CDOF00060000991,,103565.05,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00107,3EUSA3DP,001,1,GB,7,Day(s),SIM Hoa Kỳ 01GB 07 Ngày,SIM United States of America 01GB 07 Day(s),1D0003DK00000,3AUSA3DP00107,3D,USA3D01GBPY07D,USA3DP,,,,,CDOF00060000990,,75166.43,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00115,3EUSA3DP,001,1,GB,15,Day(s),SIM Hoa Kỳ 01GB 15 Ngày,SIM United States of America 01GB 15 Day(s),1D0003DK00000,3AUSA3DP00115,3D,USA3D01GBPY15D,USA3DP,,,,,CDOF00060000992,,150896.07,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00130,3EUSA3DP,001,1,GB,30,Day(s),SIM Hoa Kỳ 01GB 30 Ngày,SIM United States of America 01GB 30 Day(s),1D0003DK00000,3AUSA3DP00130,3D,USA3D01GBPY30D,USA3DP,,,,,CDOF00060000994,,292889.15,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00207,3EUSA3DP,002,2,GB,7,Day(s),SIM Hoa Kỳ 02GB 07 Ngày,SIM United States of America 02GB 07 Day(s),1D0003DK00000,3AUSA3DP00207,3D,USA3D02GBPY07D,USA3DP,,,,,CDOF00060000997,,141429.87,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00120,3EUSA3DP,001,1,GB,20,Day(s),SIM Hoa Kỳ 01GB 20 Ngày,SIM United States of America 01GB 20 Day(s),1D0003DK00000,3AUSA3DP00120,3D,USA3D01GBPY20D,USA3DP,,,,,CDOF00060000993,,198227.1,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DF02015,3EUSA3DF,020,20,GB,15,Day(s),SIM Hoa Kỳ 20GB 15 Ngày,SIM United States of America 20GB 15 Day(s),1D0003DK00000,3AUSA3DF02015,3D,USA3D20GBFY15D,USA3DF,,,,,CDOF00060000986,,269223.64,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DP00105,3EUSA3DP,001,1,GB,5,Day(s),SIM Hoa Kỳ 01GB 05 Ngày,SIM United States of America 01GB 05 Day(s),1D0003DK00000,3AUSA3DP00105,3D,USA3D01GBPY05D,USA3DP,256 kbps,No,,,CDOF00060000989,,56234.02,VND,14,HKD,48580,,8991,57571,2000,59571,2.32,,USD,26500,,,1765268228000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3EUSA3DF01030,3EUSA3DF,010,10,GB,30,Day(s),SIM Hoa Kỳ 10GB 30 Ngày,SIM United States of America 10GB 30 Day(s),1D0003DK00000,3AUSA3DF01030,3D,USA3D10GBFY30D,USA3DF,,,,,CDOF00060000985,,139063.32,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DF02030,3EUSA3DF,020,20,GB,30,Day(s),SIM Hoa Kỳ 20GB 30 Ngày,SIM United States of America 20GB 30 Day(s),1D0003DK00000,3AUSA3DF02030,3D,USA3D20GBFY30D,USA3DF,,,,,CDOF00060000987,,269223.64,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DF01015,3EUSA3DF,010,10,GB,15,Day(s),SIM Hoa Kỳ 10GB 15 Ngày,SIM United States of America 10GB 15 Day(s),1D0003DK00000,3AUSA3DF01015,3D,USA3D10GBFY15D,USA3DF,,,,,CDOF00060000984,,139063.32,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DBUNL15,3EUSA3DB,UNL,9999,GB,15,Day(s),SIM Hoa Kỳ Unlimited 10Mbps 15 Ngày,SIM United States of America Unlimited 10Mbps 15 Day(s),1D0003DK00000,3AUSA3DBUNL15,3D,USA3DUNLIP115D,USA3DP,,,,,CDOF00060001013,,647871.83,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DBUNL10,3EUSA3DB,UNL,9999,GB,10,Day(s),SIM Hoa Kỳ Unlimited 10Mbps 10 Ngày,SIM United States of America Unlimited 10Mbps 10 Day(s),1D0003DK00000,3AUSA3DBUNL10,3D,USA3DUNLIP110D,USA3DP,,,,,CDOF00060001012,,434882.22,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DAUNL30,3EUSA3DA,UNL,9999,GB,30,Day(s),SIM Hoa Kỳ Unlimited 30 Ngày,SIM United States of America Unlimited 30 Day(s),1D0003DK00000,3AUSA3DAUNL30,3D,USA3DUNLIP230D,USA3DP,,,,,CDOF00060001063,,1144847.59,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DF00530,3EUSA3DF,005,5,GB,30,Day(s),SIM Hoa Kỳ 05GB 30 Ngày,SIM United States of America 05GB 30 Day(s),1D0003DK00000,3AUSA3DF00530,3D,USA3D05GBFY30D,USA3DF,,,,,CDOF00060000983,,73983.16,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DAUNL07,3EUSA3DA,UNL,9999,GB,7,Day(s),SIM Hoa Kỳ Unlimited 07 Ngày,SIM United States of America Unlimited 07 Day(s),1D0003DK00000,3AUSA3DAUNL07,3D,USA3DUNLIP207D,USA3DP,500 MB high speed then drop to 5 mbps,No,,,CDOF00060001060,,273956.74,VND,78.4,HKD,272048,,8991,281039,2000,283039,11.01,,USD,26500,,,1765789575000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3EUSA3DAUNL15,3EUSA3DA,UNL,9999,GB,15,Day(s),SIM Hoa Kỳ Unlimited 15 Ngày,SIM United States of America Unlimited 15 Day(s),1D0003DK00000,3AUSA3DAUNL15,3D,USA3DUNLIP215D,USA3DP,,,,,CDOF00060001062,,576875.3,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DAUNL05,3EUSA3DA,UNL,9999,GB,5,Day(s),SIM Hoa Kỳ Unlimited 05 Ngày,SIM United States of America Unlimited 05 Day(s),1D0003DK00000,3AUSA3DAUNL05,3D,USA3DUNLIP205D,USA3DP,,,,,CDOF00060001059,,198227.1,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00205,3ETWNWMP,002,2,GB,5,Day(s),SIM Đài Loan 02GB 05 Ngày,SIM Taiwan 02GB 05 Day(s),1D000WMK00000,3ATWNWMP00205,WM,TWNWM02GBPY05D,TWNWMP,,,,,WM-TW-2GB,,87659.51,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DBUNL30,3EUSA3DB,UNL,9999,GB,30,Day(s),SIM Hoa Kỳ Unlimited 10Mbps 30 Ngày,SIM United States of America Unlimited 10Mbps 30 Day(s),1D0003DK00000,3AUSA3DBUNL30,3D,USA3DUNLIP130D,USA3DP,,,,,CDOF00060001014,,1286840.67,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DBUNL03,3EUSA3DB,UNL,9999,GB,3,Day(s),SIM Hoa Kỳ Unlimited 10Mbps 03 Ngày,SIM United States of America Unlimited 10Mbps 03 Day(s),1D0003DK00000,3AUSA3DBUNL03,3D,USA3DUNLIP103D,USA3DP,500 MB high speed then drop to 10 mbps,No,,,CDOF00060001009,,136696.77,VND,37.8,HKD,131166,,8991,140157,2000,142157,5.53,,USD,26500,,,1765268228000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWNWMP00203,3ETWNWMP,002,2,GB,3,Day(s),SIM Đài Loan 02GB 03 Ngày,SIM Taiwan 02GB 03 Day(s),1D000WMK00000,3ATWNWMP00203,WM,TWNWM02GBPY03D,TWNWMP,,,,,WM-TW-2GB,,59288.51,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00107,3ETWNWMP,001,1,GB,7,Day(s),SIM Đài Loan 01GB 07 Ngày,SIM Taiwan 01GB 07 Day(s),1D000WMK00000,3ATWNWMP00107,WM,TWNWM01GBPY07D,TWNWMP,,,,,WM-TW-1GB,,75142.89,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DAUNL10,3EUSA3DA,UNL,9999,GB,10,Day(s),SIM Hoa Kỳ Unlimited 10 Ngày,SIM United States of America Unlimited 10 Day(s),1D0003DK00000,3AUSA3DAUNL10,3D,USA3DUNLIP210D,USA3DP,500 MB high speed then drop to 5 mbps,No,,,CDOF00060001061,,387551.2,VND,112,HKD,388640,,8991,397631,2000,399631,15.55,,USD,26500,,,1765789575000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3EUSA3DAUNL03,3EUSA3DA,UNL,9999,GB,3,Day(s),SIM Hoa Kỳ Unlimited 03 Ngày,SIM United States of America Unlimited 03 Day(s),1D0003DK00000,3AUSA3DAUNL03,3D,USA3DUNLIP203D,USA3DP,,,,,CDOF00060001058,,122497.46,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DBUNL07,3EUSA3DB,UNL,9999,GB,7,Day(s),SIM Hoa Kỳ Unlimited 10Mbps 07 Ngày,SIM United States of America Unlimited 10Mbps 07 Day(s),1D0003DK00000,3AUSA3DBUNL07,3D,USA3DUNLIP107D,USA3DP,500 MB high speed then drop to 10 mbps,No,,,CDOF00060001011,,307088.46,VND,88.2,HKD,306054,,8991,315045,2000,317045,12.34,,USD,26500,,,1765268228000,1774607483000,14 - VN Datapool,24 - US Datapool
