status,tenant,skuCode,productCode,dataAmountCode,dataAmount,dataAmountUnit,dayAmount,dayAmountUnit,nameVn,nameEn,frameSku,datapackSku,vendorCode,larkSkuCode,larkProductCode,throttleSpeed,call,callSmsDetails,expirations,vendorSku,vendorSkuSim,latestCogs,latestCogsCurrency,originalCost,currency,referenceCostVnd,selectedActualBulkCostVnd,costBaseEsimSim,finalCogsNotIncludedVatVnd,vatForBaseSimCardsVnd,finalCogsIncludedVatVnd,finalCogsUsd,suggestedB2cPrice65MarginVnd,currencyUsd,exchangeRateUsd,suggestedB2cPrice60MarginUsd,wrGroup,dateCreated,lastModifiedDate,purchaseTypeVnView,purchaseTypeUsView
Active,US,DCAREJYP00305,DCAREJYP,003,03,GB,05,Day(s),eSIM UAE 03GB 05 Ngày,eSIM UAE 03GB 05 Day(s),,,JY,EAREJYPY03GB05D,EAREJYP,128 kbps,No,,30,eSIM-UAE3G-05,,10.23,USD,70,CNY,273000,,,273000,,273000,10.62,,USD,26500,,,1768460811000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCASIBCP5HM05,DCASIBCP,5HM,500,MB,05,Day(s),eSIM Châu Á 500MB 05 Ngày,eSIM Asia 500MB 05 Day(s),,,BC,EASIBCPY500M05D,EASIBCP,128 kbps,No,,90,1664356452298871,,3.51,USD,24,CNY,93600,,,93600,,93600,3.64,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCASIBCP00205,DCASIBCP,002,02,GB,05,Day(s),eSIM Châu Á 02GB 05 Ngày,eSIM Asia 02GB 05 Day(s),,,BC,EASIBCPY02GB05D,EASIBCP,128 kbps,No,,90,1664356452285869,,6.8,USD,46.5,CNY,181350,,,181350,,181350,7.06,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCASIBCP00107,DCASIBCP,001,01,GB,07,Day(s),eSIM Châu Á 01GB 07 Ngày,eSIM Asia 01GB 07 Day(s),,,BC,EASIBCPY01GB07D,EASIBCP,128 kbps,No,,90,1664356452304872,,5.48,USD,37.5,CNY,146250,,,146250,,146250,5.69,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHMJYP00107,DCCHMJYP,001,01,GB,07,Day(s),,,,,JY,ECHMJYPY01GB07D,ECHMJYP,128 kbps,No,,30,eSIM-CHM1G-07,,2.63,USD,18,CNY,70200,,,70200,,70200,2.73,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCE33BCF00115,DCE33BCF,001,01,GB,15,Day(s),eSIM Châu Âu 33 Quốc Gia  01GB 15 Ngày,eSIM Europe 33 Countries 01GB 15 Day(s),,,BC,EE33BCFY01GB15D,EE33BCF,128 kbps,No,,90,1655705023868313,,1.83,USD,12.5,CNY,48750,,,48750,,48750,1.9,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCEURBCY10030,DCEURBCY,100,100,GB,30,Day(s),,,,,BC,EEURB2FX100G30D,EEURB2F,Stop,Yes,"- Unlimited calls from Europe to Europe
- 120 minutes from Europe to the World
- 1000 SMS from Europe to the World",30,1719296472458643,,25.72,USD,176,CNY,686400,,,686400,,686400,26.71,,USD,26500,,,1752659552000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCE33BCP00210,DCE33BCP,002,02,GB,10,Day(s),eSIM Châu Âu 33 Quốc Gia 02GB 10 Ngày,eSIM Europe 33 Countries 02GB 10 Day(s),,,BC,EE33BCPY02GB10D,EE33BCP,128 kbps,No,,90,1655705024605332,,7.45,USD,51,CNY,198900,,,198900,,198900,7.74,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCE33BCF00307,DCE33BCF,003,03,GB,07,Day(s),eSIM Châu Âu 33 Quốc Gia  03GB 07 Ngày,eSIM Europe 33 Countries 03GB 07 Day(s),,,BC,EE33BCFY03GB07D,EE33BCF,128 kbps,No,,90,1655705023998317,,2.05,USD,14,CNY,54600,,,54600,,54600,2.12,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCASIBCP00210,DCASIBCP,002,02,GB,10,Day(s),eSIM Châu Á 02GB 10 Ngày,eSIM Asia 02GB 10 Day(s),,,BC,EASIBCPY02GB10D,EASIBCP,128 kbps,No,,90,1664356452285869,,12.74,USD,87.15,CNY,339885,,,339885,,339885,13.23,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHMBCF02005,DCCHMBCF,020,20,GB,05,Day(s),"eSIM Trung Quốc, Hồng Kông, Ma Cao 20GB 05 Ngày","eSIM China, Hong Kong, Macao 20GB 05 Day(s)",,,BC,ECHMBCFY20GB05D,ECHMBCF,384 kbps,No,,90,1655705053871706,,17.54,USD,120,CNY,468000,,,468000,,468000,18.21,,USD,26500,,,1752035184000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHMWMP00305,DCCHMWMP,003,03,GB,05,Day(s),eSIM Trung Quốc - Hong Kong - Macao 03GB 05 Ngày,eSIM China - Hong Kong - Macao 03GB 05 Day(s),,,WM,ECHMWMPY03GB05D,ECHMWMP,128 kbps,No,,180,WM-e-CHM-A-3GB-5D,,3.61,USD,115,TWD,103500,,,103500,,103500,4.03,,USD,26500,,,1763008751000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCAREBCP5HM15,DCAREBCP,5HM,500,MB,15,Day(s),eSIM UAE 500MB 15 Ngày,eSIM UAE 500MB 15 Day(s),,,BC,EAREBCPY500M15D,EAREBCP,128 kbps,No,,90,1657856170199544,,19.95,USD,136.49,CNY,532311,,,532311,,532311,20.71,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCGBRBCF00303,DCGBRBCF,003,03,GB,03,Day(s),eSIM Anh Quốc Ireland  03GB 03 Ngày,eSIM UK Ireland 03GB 03 Day(s),,,BC,EGBRBCFY03GB03D,EGBRBCF,128 kbps,No,,90,1739504916073214,,1.68,USD,11.5,CNY,44850,,,44850,,44850,1.75,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHMJYF02010,DCCHMJYF,020,20,GB,10,Day(s),"eSIM Trung Quốc, Hồng Kông, Ma Cao  20GB 10 Ngày","eSIM China, Hong Kong, Macao 20GB 10 Day(s)",,,JY,ECHMJYFY20GB10D,ECHMJYF,128 kbps,No,,30,eSIM-CHMAT20G-10,,7.16,USD,49,CNY,191100,,,191100,,191100,7.44,,USD,26500,,,1748230314000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHNBCF02015,DCCHNBCF,020,20,GB,15,Day(s),,,,,BC,ECHNBCFY20GB15D,ECHNBCF,128 kbps,No,,90,1701151496370559,,8.92,USD,61,CNY,237900,,,237900,,237900,9.26,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHMWMP00215,DCCHMWMP,002,02,GB,15,Day(s),eSIM Trung Quốc - Hong Kong - Macao 02GB 15 Ngày,eSIM China - Hong Kong - Macao 02GB 15 Day(s),,,WM,ECHMWMPY02GB15D,ECHMWMP,128 kbps,No,,180,WM-e-CHM-A-2GB-15D,,8.64,USD,276,TWD,248400,,,248400,,248400,9.67,,USD,26500,,,1763008751000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCAS4BCF01030,DCAS4BCF,010,10,GB,30,Day(s),,,,,BC,EAS4BCFY10GB30D,EAS4BCF,128 kbps,No,,90,1755252242683252,,8.62,USD,59,CNY,230100,,,230100,,230100,8.95,,USD,26500,,,1755511291000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCCHNBCF00503,DCCHNBCF,005,05,GB,03,Day(s),,,,,BC,ECHNBCFY05GB03D,ECHNBCF,128 kbps,No,,90,1739182511292303,,3.07,USD,21,CNY,81900,,,81900,,81900,3.19,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCAREBCP3HM10,DCAREBCP,3HM,300,MB,10,Day(s),eSIM UAE 300MB 10 Ngày,eSIM UAE 300MB 10 Day(s),,,BC,EAREBCPY300M10D,EAREBCP,128 kbps,No,,90,1657856170193543,,11.39,USD,77.9,CNY,303810,,,303810,,303810,11.82,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYP00212,DASEAJYP,002,02,GB,12,Day(s),"SIM Malaysia, Indonesia, Thái Lan, Singapore 02GB 12 Ngày","SIM Malaysia, Indonesia, Thailand, Singapore 02GB 12 Day(s)",,,JY,SEAJY02GBPY12D,SEAJYP,128 kbps,No,,,CSL_XMYT_2GB,,6.67,USD,45.6,CNY,177840,,15120,192960,2000,194960,7.59,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DAUSAJYF00507,DAUSAJYF,005,05,GB,07,Day(s),SIM Hoa Kỳ  05GB 07 Ngày,SIM United States of America 05GB 07 Day(s),,,JY,USAJY05GBFY07D,USAJYF,128 kbps,No,,,,CZUSAT-7-5GB,2.92,USD,20,CNY,78000,,15120,93120,2000,95120,3.7,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZBCF01005,DCANZBCF,010,10,GB,05,Day(s),"eSIM Úc, New Zealand  10GB 05 Ngày","eSIM Australia, New Zealand 10GB 05 Day(s)",,,BC,EANZBCFY10GB05D,EANZBCF,128 kbps,No,,90,1658559278081643,,4.53,USD,31,CNY,120900,,,120900,,120900,4.7,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZBCF03003,DCANZBCF,030,30,GB,03,Day(s),"eSIM Úc, New Zealand  30GB 03 Ngày","eSIM Australia, New Zealand 30GB 03 Day(s)",,,BC,EANZBCFY30GB03D,EANZBCF,128 kbps,No,,90,1658559278126650,,10.82,USD,74,CNY,288600,,,288600,,288600,11.23,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNWMP00103,DATWNWMP,001,01,GB,03,Day(s),SIM Đài Loan 01GB 03 Ngày,SIM Taiwan 01GB 03 Day(s),,,WM,TWNWM01GBPY03D,TWNWMP,128 kbps,No,,,,WM-TW-1GB,0.95,USD,30,TWD,27000,,15558,42558,2000,44558,1.73,,USD,26500,,,1767863590000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZBCF00810,DCANZBCF,008,08,GB,10,Day(s),"eSIM Úc, New Zealand  08GB 10 Ngày","eSIM Australia, New Zealand 08GB 10 Day(s)",,,BC,EANZBCFY08GB10D,EANZBCF,128 kbps,No,,90,1658559278087644,,4.39,USD,30,CNY,117000,,,117000,,117000,4.55,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00113,DCACMBCP,001,01,GB,13,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 01GB 13 Ngày","eSIM USA, Canada, Mexico 01GB 13 Day(s)",,,BC,EACMBCPY01GB13D,EACMBCP,128 kbps,No,,90,1682259268084740,,44.3,USD,303.1,CNY,1182090,,,1182090,,1182090,46,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNJYF02030,DATWNJYF,020,20,GB,30,Day(s),SIM Đài Loan  20GB 30 Ngày,SIM Taiwan 20GB 30 Day(s),,,JY,TWNJY20GBFY30D,TWNJYF,128 kbps,No,,,,CZTW_30_20GB,7.45,USD,51,CNY,198900,,15120,214020,2000,216020,8.41,,USD,26500,,,1748332594000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00229,DCACMBCP,002,02,GB,29,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 29 Ngày","eSIM USA, Canada, Mexico 02GB 29 Day(s)",,,BC,EACMBCPY02GB29D,EACMBCP,128 kbps,No,,90,1682259268096742,,149.72,USD,1024.4,CNY,3995160,,,3995160,,3995160,155.45,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYP00112,DASEAJYP,001,01,GB,12,Day(s),"SIM Malaysia, Indonesia, Thái Lan, Singapore 01GB 12 Ngày","SIM Malaysia, Indonesia, Thailand, Singapore 01GB 12 Day(s)",,,JY,SEAJY01GBPY12D,SEAJYP,128 kbps,No,,,CSL_XMYT_1GB,,4.03,USD,27.6,CNY,107640,,15120,122760,2000,124760,4.85,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00214,DCACMBCP,002,02,GB,14,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 14 Ngày","eSIM USA, Canada, Mexico 02GB 14 Day(s)",,,BC,EACMBCPY02GB14D,EACMBCP,128 kbps,No,,90,1682259268096742,,72.77,USD,497.9,CNY,1941810,,,1941810,,1941810,75.56,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCF00330,DCACMBCF,003,03,GB,30,Day(s),"eSIM Hoa Kỳ, Canada, Mexico  03GB 30 Ngày","eSIM USA, Canada, Mexico 03GB 30 Day(s)",,,BC,EACMBCFY03GB30D,EACMBCF,128 kbps,No,,90,1682259268090741,,14.81,USD,101.3,CNY,395070,,,395070,,395070,15.37,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCAAFBCP00230,DCAAFBCP,002,02,GB,30,Day(s),eSIM Châu Á - Châu Phi 02GB 30 Ngày,eSIM Asia - Africa 02GB 30 Day(s),,,BC,EAAFBCPY02GB30D,EAAFBCP,128 kbps,No,,90,1754985368252767,,42.75,USD,292.5,CNY,1140750,,,1140750,,1140750,44.39,,USD,26500,,,1755682792000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00203,DCACMBCP,002,02,GB,03,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 03 Ngày","eSIM USA, Canada, Mexico 02GB 03 Day(s)",,,BC,EACMBCPY02GB03D,EACMBCP,128 kbps,No,,90,1682259268096742,,16.34,USD,111.8,CNY,436020,,,436020,,436020,16.97,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00121,DCACMBCP,001,01,GB,21,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 01GB 21 Ngày","eSIM USA, Canada, Mexico 01GB 21 Day(s)",,,BC,EACMBCPY01GB21D,EACMBCP,128 kbps,No,,90,1682259268084740,,70.97,USD,485.6,CNY,1893840,,,1893840,,1893840,73.69,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZBCF00115,DCANZBCF,001,01,GB,15,Day(s),"eSIM Úc, New Zealand  01GB 15 Ngày","eSIM Australia, New Zealand 01GB 15 Day(s)",,,BC,EANZBCFY01GB15D,EANZBCF,128 kbps,No,,90,1658559278113648,,1.9,USD,13,CNY,50700,,,50700,,50700,1.97,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYP00307,DASEAJYP,003,03,GB,07,Day(s),,,,,JY,SEAJY03GBPY07D,SEAJYP,128 kbps,No,,,,CSL_XMYT_3GB,5.42,USD,35.7,CNY,139230,,15120,154350,2000,156350,6.08,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP5HM21,DCACMBCP,5HM,500,MB,21,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 500MB 21 Ngày","eSIM USA, Canada, Mexico 500MB 21 Day(s)",,,BC,EACMBCPY500M21D,EACMBCP,128 kbps,No,,90,1682259268101743,,40.46,USD,276.8,CNY,1079520,,,1079520,,1079520,42,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCF00307,DCACMBCF,003,03,GB,07,Day(s),"eSIM Hoa Kỳ, Canada, Mexico  03GB 07 Ngày","eSIM USA, Canada, Mexico 03GB 07 Day(s)",,,BC,EACMBCFY03GB07D,EACMBCF,128 kbps,No,,90,1682259268090741,,14.12,USD,96.6,CNY,376740,,,376740,,376740,14.66,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCF01010,DCACMBCF,010,10,GB,10,Day(s),"eSIM Hoa Kỳ, Canada, Mexico  10GB 10 Ngày","eSIM USA, Canada, Mexico 10GB 10 Day(s)",,,BC,EACMBCFY10GB10D,EACMBCF,128 kbps,No,,90,1682259268107744,,11.99,USD,82,CNY,319800,,,319800,,319800,12.44,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCF00310,DCACMBCF,003,03,GB,10,Day(s),"eSIM Hoa Kỳ, Canada, Mexico  03GB 10 Ngày","eSIM USA, Canada, Mexico 03GB 10 Day(s)",,,BC,EACMBCFY03GB10D,EACMBCF,128 kbps,No,,90,1682259268090741,,14.29,USD,97.8,CNY,381420,,,381420,,381420,14.84,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYP00102,DASEAJYP,001,01,GB,02,Day(s),,,,,JY,SEAJY01GBPY02D,SEAJYP,128 kbps,No,,,,CSL_XMYT_1GB,0.67,USD,4.2,CNY,16380,,15120,31500,2000,33500,1.3,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP5HM22,DCACMBCP,5HM,500,MB,22,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 500MB 22 Ngày","eSIM USA, Canada, Mexico 500MB 22 Day(s)",,,BC,EACMBCPY500M22D,EACMBCP,128 kbps,No,,90,1682259268101743,,42.34,USD,289.7,CNY,1129830,,,1129830,,1129830,43.96,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00221,DCACMBCP,002,02,GB,21,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 21 Ngày","eSIM USA, Canada, Mexico 02GB 21 Day(s)",,,BC,EACMBCPY02GB21D,EACMBCP,128 kbps,No,,90,1682259268096742,,108.68,USD,743.6,CNY,2900040,,,2900040,,2900040,112.84,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZWMF01015,DCANZWMF,010,10,GB,15,Day(s),eSIM Úc - New Zealand 10GB 15 Ngày,eSIM Australia - New Zealand 10GB 15 Day(s),,,WM,EANZWMFY10GB15D,EANZWMF,128 kbps,No,,180,WM-e-AN-T10-15D,,5.35,USD,171,TWD,153900,,,153900,,153900,5.99,,USD,26500,,,1764129046000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNWMP00107,DATWNWMP,001,01,GB,07,Day(s),SIM Đài Loan 01GB 07 Ngày,SIM Taiwan 01GB 07 Day(s),,,WM,TWNWM01GBPY07D,TWNWMP,128 kbps,No,,,,WM-TW-1GB,2.22,USD,70,TWD,63000,,15558,78558,2000,80558,3.13,,USD,26500,,,1767863590000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCAAFBCP00103,DCAAFBCP,001,01,GB,03,Day(s),eSIM Châu Á - Châu Phi 01GB 03 Ngày,eSIM Asia - Africa 01GB 03 Day(s),,,BC,EAAFBCPY01GB03D,EAAFBCP,128 kbps,No,,90,1754985368325778,,3.51,USD,24,CNY,93600,,,93600,,93600,3.64,,USD,26500,,,1755682212000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNJYP00303,DATWNJYP,003,03,GB,03,Day(s),SIM Đài Loan 03GB 03 Ngày,SIM Taiwan 03GB 03 Day(s),,,JY,TWNJY03GBPY03D,TWNJYP,128 kbps,No,,,,CZTW_3GB,2.24,USD,15.3,CNY,59670,,15120,74790,2000,76790,2.99,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZBCF03030,DCANZBCF,030,30,GB,30,Day(s),"eSIM Úc, New Zealand  30GB 30 Ngày","eSIM Australia, New Zealand 30GB 30 Day(s)",,,BC,EANZBCFY30GB30D,EANZBCF,128 kbps,No,,90,1658559278126650,,14.47,USD,99,CNY,386100,,,386100,,386100,15.02,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYF01007,DASEAJYF,010,10,GB,07,Day(s),,,,,JY,SEAJY10GBFY07D,SEAJYF,128 kbps,No,,,,CZXMYT-T10G-07,4.39,USD,22,CNY,85800,,15120,100920,2000,102920,4,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZWMF01010,DCANZWMF,010,10,GB,10,Day(s),eSIM Úc - New Zealand 10GB 10 Ngày,eSIM Australia - New Zealand 10GB 10 Day(s),,,WM,EANZWMFY10GB10D,EANZWMF,128 kbps,No,,180,WM-e-AN-T10-10D,,5.07,USD,161,TWD,144900,,,144900,,144900,5.64,,USD,26500,,,1764129046000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00207,DCACMBCP,002,02,GB,07,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 07 Ngày","eSIM USA, Canada, Mexico 02GB 07 Day(s)",,,BC,EACMBCPY02GB07D,EACMBCP,128 kbps,No,,90,1682259268096742,,36.86,USD,252.2,CNY,983580,,,983580,,983580,38.27,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZWMF03005,DCANZWMF,030,30,GB,05,Day(s),eSIM Úc - New Zealand 30GB 05 Ngày,eSIM Australia - New Zealand 30GB 05 Day(s),,,WM,EANZWMFY30GB05D,EANZWMF,128 kbps,No,,180,WM-e-AN-T30-5D,,11.4,USD,364,TWD,327600,,,327600,,327600,12.75,,USD,26500,,,1764129069000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DAUSASSDUNL15,DAUSASSD,UNL,9999,GB,15,Day(s),SIM Hoa Kỳ  Unlimited 15 Ngày,SIM United States of America Unlimited 15 Day(s),,,SS,USASSUNLIPY15D,USASSP,Unlimited high speed,Yes,Unlimited local calls/sms,,,Unlimited 15 days,24,USD,24,USD,636000,,75355,711355,2000,713355,27.76,,USD,26500,,,1753343243000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00210,DCACMBCP,002,02,GB,10,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 10 Ngày","eSIM USA, Canada, Mexico 02GB 10 Day(s)",,,BC,EACMBCPY02GB10D,EACMBCP,128 kbps,No,,90,1682259268096742,,52.25,USD,357.5,CNY,1394250,,,1394250,,1394250,54.25,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNWMP00203,DATWNWMP,002,02,GB,03,Day(s),SIM Đài Loan 02GB 03 Ngày,SIM Taiwan 02GB 03 Day(s),,,WM,TWNWM02GBPY03D,TWNWMP,128 kbps,No,,,,WM-TW-2GB,1.61,USD,54,TWD,48600,,15558,64158,2000,66158,2.57,,USD,26500,,,1767863590000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZWMF00510,DCANZWMF,005,05,GB,10,Day(s),eSIM Úc - New Zealand 05GB 10 Ngày,eSIM Australia - New Zealand 05GB 10 Day(s),,,WM,EANZWMFY05GB10D,EANZWMF,128 kbps,No,,180,WM-e-AN-T5-10D,,3.04,USD,97,TWD,87300,,,87300,,87300,3.4,,USD,26500,,,1764129026000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZBCF00503,DCANZBCF,005,05,GB,03,Day(s),"eSIM Úc, New Zealand  05GB 03 Ngày","eSIM Australia, New Zealand 05GB 03 Day(s)",,,BC,EANZBCFY05GB03D,EANZBCF,128 kbps,No,,90,1658559278094645,,2.63,USD,18,CNY,70200,,,70200,,70200,2.73,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00224,DCACMBCP,002,02,GB,24,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 02GB 24 Ngày","eSIM USA, Canada, Mexico 02GB 24 Day(s)",,,BC,EACMBCPY02GB24D,EACMBCP,128 kbps,No,,90,1682259268096742,,124.07,USD,848.9,CNY,3310710,,,3310710,,3310710,128.82,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCACMBCP00118,DCACMBCP,001,01,GB,18,Day(s),"eSIM Hoa Kỳ, Canada, Mexico 01GB 18 Ngày","eSIM USA, Canada, Mexico 01GB 18 Day(s)",,,BC,EACMBCPY01GB18D,EACMBCP,128 kbps,No,,90,1682259268084740,,60.98,USD,417.2,CNY,1627080,,,1627080,,1627080,63.31,,USD,26500,,,1744788925000,1774320684000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNJYP00305,DATWNJYP,003,03,GB,05,Day(s),SIM Đài Loan 03GB 05 Ngày,SIM Taiwan 03GB 05 Day(s),,,JY,TWNJY03GBPY05D,TWNJYP,128 kbps,No,,,,CZTW_3GB,3.73,USD,25.5,CNY,99450,,15120,114570,2000,116570,4.54,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZWMP00305,DCANZWMP,003,03,GB,05,Day(s),eSIM Úc - New Zealand 03GB 05 Ngày,eSIM Australia - New Zealand 03GB 05 Day(s),,,WM,EANZWMPY03GB05D,EANZWMP,128 kbps,No,,180,WM-e-AN-3GB-5D,,5.35,USD,171,TWD,153900,,,153900,,153900,5.99,,USD,26500,,,1764131518000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYF02010,DASEAJYF,020,20,GB,10,Day(s),,,,,JY,SEAJY20GBFY10D,SEAJYF,128 kbps,No,,,,CZXMYT-T20G-10,8.77,USD,45,CNY,175500,,15120,190620,2000,192620,7.49,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DATWNJYF03030,DATWNJYF,030,30,GB,30,Day(s),SIM Đài Loan  30GB 30 Ngày,SIM Taiwan 30GB 30 Day(s),,,JY,TWNJY30GBFY30D,TWNJYF,128 kbps,No,,,,CZTW_30_30GB,10.38,USD,71,CNY,276900,,15120,292020,2000,294020,11.44,,USD,26500,,,1748332606000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DCANZWMF00315,DCANZWMF,003,03,GB,15,Day(s),eSIM Úc - New Zealand 03GB 15 Ngày,eSIM Australia - New Zealand 03GB 15 Day(s),,,WM,EANZWMFY03GB15D,EANZWMF,128 kbps,No,,180,WM-e-AN-T3-15D,,2.18,USD,69,TWD,62100,,,62100,,62100,2.42,,USD,26500,,,1764129013000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,US,DASEAJYP5HM05,DASEAJYP,5HM,500,MB,05,Day(s),"SIM Malaysia, Indonesia, Thái Lan, Singapore 500MB 05 Ngày","SIM Malaysia, Indonesia, Thailand, Singapore 500MB 05 Day(s)",,,JY,SEAJY500MPY05D,SEAJYP,128 kbps,No,,,CSL_XMYT_500M,,1.24,USD,8.5,CNY,33150,,15120,48270,2000,50270,1.96,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
