wmproductId,productId,product name,region,type,cost price (NT),selling price (NT),original product name,leSIM,,,,,,,,,,,
WM-e-SEA-MAX-24D,LeSIM-9580024,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 24 Days, Unlimited data /day",Southeast Asia,eSIM,1070,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 24 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-24D,LeSIM-8390024,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 24 Days, Titanium AYCE /day",Southeast Asia,eSIM,2208,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 24 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-24D,LeSIM-wm04460024,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 24 Days, Premium unlimited data/day",Southeast Asia,eSIM,1333,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 24 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-25D,LeSIM-wm00200025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,263,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-25D,LeSIM-wm00210025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,475,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-25D,LeSIM-wm00220025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,657,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-25D,LeSIM-wm00190025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,187,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-25D,LeSIM-9580025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, Unlimited data /day",Southeast Asia,eSIM,1081,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-25D,LeSIM-8390025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, Titanium AYCE /day",Southeast Asia,eSIM,2300,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-25D,LeSIM-wm04460025,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, Premium unlimited data/day",Southeast Asia,eSIM,1335,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 25 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-26D,LeSIM-wm00200026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,265,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-26D,LeSIM-wm00210026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,479,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-26D,LeSIM-wm00220026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,661,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-26D,LeSIM-wm00190026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,192,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-26D,LeSIM-9580026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, Unlimited data /day",Southeast Asia,eSIM,1092,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-26D,LeSIM-8390026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, Titanium AYCE /day",Southeast Asia,eSIM,2392,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-26D,LeSIM-wm04460026,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, Premium unlimited data/day",Southeast Asia,eSIM,1337,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 26 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-27D,LeSIM-wm00200027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,268,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-27D,LeSIM-wm00210027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,484,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-27D,LeSIM-wm00220027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,666,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-27D,LeSIM-wm00190027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,196,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-27D,LeSIM-9580027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, Unlimited data /day",Southeast Asia,eSIM,1107,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-27D,LeSIM-8390027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, Titanium AYCE /day",Southeast Asia,eSIM,2484,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-27D,LeSIM-wm04460027,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, Premium unlimited data/day",Southeast Asia,eSIM,1340,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 27 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-28D,LeSIM-wm00200028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,270,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-28D,LeSIM-wm00210028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,490,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-28D,LeSIM-wm00220028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,669,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-28D,LeSIM-wm00190028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,202,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-28D,LeSIM-9580028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, Unlimited data /day",Southeast Asia,eSIM,1112,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-28D,LeSIM-8390028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, Titanium AYCE /day",Southeast Asia,eSIM,2576,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-28D,LeSIM-wm04460028,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, Premium unlimited data/day",Southeast Asia,eSIM,1344,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 28 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-29D,LeSIM-wm00200029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,273,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-29D,LeSIM-wm00210029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,495,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-29D,LeSIM-wm00220029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,673,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-29D,LeSIM-wm00190029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,206,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-29D,LeSIM-9580029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, Unlimited data /day",Southeast Asia,eSIM,1122,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-29D,LeSIM-8390029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, Titanium AYCE /day",Southeast Asia,eSIM,2668,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-29D,LeSIM-wm04460029,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, Premium unlimited data/day",Southeast Asia,eSIM,1346,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 29 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-2D,LeSIM-wm00200002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,23,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-2D,LeSIM-wm00210002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,42,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-2D,LeSIM-wm00220002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,51,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-2D,LeSIM-wm00190002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,19,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-2D,LeSIM-9580002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, Unlimited data /day",Southeast Asia,eSIM,83,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-2D,LeSIM-8390002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, Titanium AYCE /day",Southeast Asia,eSIM,184,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-2D,LeSIM-wm04460002,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, Premium unlimited data/day",Southeast Asia,eSIM,97,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 2 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-T10-30D,LeSIM-wm00260030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 10GB, 128kbps",Southeast Asia,eSIM,129,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-1GB-30D,LeSIM-wm00200030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,276,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T20-30D,LeSIM-wm00270030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 20GB, 128kbps",Southeast Asia,eSIM,230,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-30D,LeSIM-wm00210030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,497,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T30-30D,LeSIM-wm00280030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 30GB, 128kbps",Southeast Asia,eSIM,322,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T3-30D,LeSIM-wm00240030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 3GB, 128kbps",Southeast Asia,eSIM,56,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-30D,LeSIM-wm00220030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,677,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-30D,LeSIM-wm00190030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,207,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T50-30D,LeSIM-wm00290030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 50GB, 128kbps",Southeast Asia,eSIM,502,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T5-30D,LeSIM-wm00250030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 5GB, 128kbps",Southeast Asia,eSIM,79,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-30D,LeSIM-9580030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, Unlimited data /day",Southeast Asia,eSIM,1127,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-30D,LeSIM-8390030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, Titanium AYCE /day",Southeast Asia,eSIM,2760,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-30D,LeSIM-wm04460030,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, Premium unlimited data/day",Southeast Asia,eSIM,1348,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 30 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-T10-3D,LeSIM-wm00260003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 10GB, 128kbps",Southeast Asia,eSIM,88,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-1GB-3D,LeSIM-wm00200003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,33,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T20-3D,LeSIM-wm00270003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 20GB, 128kbps",Southeast Asia,eSIM,166,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-3D,LeSIM-wm00210003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,56,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T30-3D,LeSIM-wm00280003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 30GB, 128kbps",Southeast Asia,eSIM,253,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T3-3D,LeSIM-wm00240003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 3GB, 128kbps",Southeast Asia,eSIM,33,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-3D,LeSIM-wm00220003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,74,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-3D,LeSIM-wm00190003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,28,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T50-3D,LeSIM-wm00290003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 50GB, 128kbps",Southeast Asia,eSIM,387,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T5-3D,LeSIM-wm00250003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 5GB, 128kbps",Southeast Asia,eSIM,56,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-3D,LeSIM-9580003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, Unlimited data /day",Southeast Asia,eSIM,120,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-3D,LeSIM-8390003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, Titanium AYCE /day",Southeast Asia,eSIM,276,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-3D,LeSIM-wm04460003,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, Premium unlimited data/day",Southeast Asia,eSIM,143,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 3 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-4D,LeSIM-WM00200004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,42,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-4D,LeSIM-WM00210004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,74,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-4D,LeSIM-WM00220004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,97,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-4D,LeSIM-wm00190004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,33,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-4D,LeSIM-9580004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, Unlimited data /day",Southeast Asia,eSIM,157,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-4D,LeSIM-8390004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, Titanium AYCE /day",Southeast Asia,eSIM,368,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-4D,LeSIM-wm04460004,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, Premium unlimited data/day",Southeast Asia,eSIM,184,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 4 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-T10-5D,LeSIM-wm00260005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 10GB, 128kbps",Southeast Asia,eSIM,92,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-1GB-5D,LeSIM-wm00200005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,51,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T20-5D,LeSIM-wm00270005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 20GB, 128kbps",Southeast Asia,eSIM,175,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-2GB-5D,LeSIM-wm00210005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 2GB /day, 128kbps",Southeast Asia,eSIM,88,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T30-5D,LeSIM-wm00280005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 30GB, 128kbps",Southeast Asia,eSIM,267,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T3-5D,LeSIM-wm00240005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 3GB, 128kbps",Southeast Asia,eSIM,37,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-3GB-5D,LeSIM-wm00220005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 3GB /day, 128kbps",Southeast Asia,eSIM,120,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-500MB-5D,LeSIM-wm00190005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 500MB /day, 128kbps",Southeast Asia,eSIM,42,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T50-5D,LeSIM-wm00290005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 50GB, 128kbps",Southeast Asia,eSIM,410,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-T5-5D,LeSIM-wm00250005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 5GB, 128kbps",Southeast Asia,eSIM,60,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-SEA-MAX-5D,LeSIM-9580005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, Unlimited data /day",Southeast Asia,eSIM,194,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-SEA-TI-5D,LeSIM-8390005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, Titanium AYCE /day",Southeast Asia,eSIM,460,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-SEA-10MAX-5D,LeSIM-wm04460005,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, Premium unlimited data/day",Southeast Asia,eSIM,230,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 5 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-SEA-1GB-6D,LeSIM-wm00200006,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 6 Days, 1GB /day, 128kbps",Southeast Asia,eSIM,60,,"Singapore, Malaysia, Indonesia, Thailand, Vietnam, 6 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
