wmproductId,productId,product name,region,type,cost price (NT),selling price (NT),original product name,leSIM,,,,,,,,,,,
WM-e-F-1GB-3D,LeSIM-wm00080003,"Multi-region F, 3 Days, 1GB /day, 128kbps",Europe,eSIM,46,,"Multi-region F, 3 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T20-3D,LeSIM-wm00160003,"Multi-region F, 3 Days, 20GB, 128kbps",Europe,eSIM,249,,"Multi-region F, 3 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-2GB-3D,LeSIM-wm00090003,"Multi-region F, 3 Days, 2GB /day, 128kbps",Europe,eSIM,74,,"Multi-region F, 3 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T30-3D,LeSIM-wm00170003,"Multi-region F, 3 Days, 30GB, 128kbps",Europe,eSIM,327,,"Multi-region F, 3 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-T3-3D,LeSIM-wm00130003,"Multi-region F, 3 Days, 3GB, 128kbps",Europe,eSIM,56,,"Multi-region F, 3 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-3GB-3D,LeSIM-wm00100003,"Multi-region F, 3 Days, 3GB /day, 128kbps",Europe,eSIM,102,,"Multi-region F, 3 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-500MB-3D,LeSIM-wm00110003,"Multi-region F, 3 Days, 500MB /day, 128kbps",Europe,eSIM,37,,"Multi-region F, 3 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T50-3D,LeSIM-wm00180003,"Multi-region F, 3 Days, 50GB, 128kbps",Europe,eSIM,529,,"Multi-region F, 3 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-T5-3D,LeSIM-wm00140003,"Multi-region F, 3 Days, 5GB, 128kbps",Europe,eSIM,79,,"Multi-region F, 3 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-MAX-3D,LeSIM-wm00120003,"Multi-region F, 3 Days, Unlimited data /day",Europe,eSIM,161,,"Multi-region F, 3 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-F-TI-3D,LeSIM-wm02240003,"Multi-region F, 3 Days, Titanium AYCE /day",Europe,eSIM,330,,"Multi-region F, 3 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-F-10MAX-3D,LeSIM-wm05060003,"Multi-region F, 3 Days, Premium unlimited data/day",Europe,eSIM,194,,"Multi-region F, 3 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-F-T10-5D,LeSIM-wm00150005,"Multi-region F, 5 Days, 10GB, 128kbps",Europe,eSIM,138,,"Multi-region F, 5 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-1GB-5D,LeSIM-wm00080005,"Multi-region F, 5 Days, 1GB /day, 128kbps",Europe,eSIM,69,,"Multi-region F, 5 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T20-5D,LeSIM-wm00160005,"Multi-region F, 5 Days, 20GB, 128kbps",Europe,eSIM,263,,"Multi-region F, 5 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-2GB-5D,LeSIM-wm00090005,"Multi-region F, 5 Days, 2GB /day, 128kbps",Europe,eSIM,120,,"Multi-region F, 5 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T30-5D,LeSIM-wm00170005,"Multi-region F, 5 Days, 30GB, 128kbps",Europe,eSIM,350,,"Multi-region F, 5 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-T3-5D,LeSIM-wm00130005,"Multi-region F, 5 Days, 3GB, 128kbps",Europe,eSIM,60,,"Multi-region F, 5 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-3GB-5D,LeSIM-wm00100005,"Multi-region F, 5 Days, 3GB /day, 128kbps",Europe,eSIM,161,,"Multi-region F, 5 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-500MB-5D,LeSIM-wm00110005,"Multi-region F, 5 Days, 500MB /day, 128kbps",Europe,eSIM,56,,"Multi-region F, 5 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T50-5D,LeSIM-wm00180005,"Multi-region F, 5 Days, 50GB, 128kbps",Europe,eSIM,562,,"Multi-region F, 5 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-T5-5D,LeSIM-wm00140005,"Multi-region F, 5 Days, 5GB, 128kbps",Europe,eSIM,83,,"Multi-region F, 5 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-MAX-5D,LeSIM-wm00120005,"Multi-region F, 5 Days, Unlimited data /day",Europe,eSIM,267,,"Multi-region F, 5 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-F-TI-5D,LeSIM-wm02240005,"Multi-region F, 5 Days, Titanium AYCE /day",Europe,eSIM,550,,"Multi-region F, 5 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-F-10MAX-5D,LeSIM-wm05060005,"Multi-region F, 5 Days, Premium unlimited data/day",Europe,eSIM,318,,"Multi-region F, 5 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-F-T10-7D,LeSIM-wm00150007,"Multi-region F, 7 Days, 10GB, 128kbps",Europe,eSIM,148,,"Multi-region F, 7 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-1GB-7D,LeSIM-wm00080007,"Multi-region F, 7 Days, 1GB /day, 128kbps",Europe,eSIM,92,,"Multi-region F, 7 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T20-7D,LeSIM-wm00160007,"Multi-region F, 7 Days, 20GB, 128kbps",Europe,eSIM,276,,"Multi-region F, 7 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-2GB-7D,LeSIM-wm00090007,"Multi-region F, 7 Days, 2GB /day, 128kbps",Europe,eSIM,166,,"Multi-region F, 7 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T30-7D,LeSIM-wm00170007,"Multi-region F, 7 Days, 30GB, 128kbps",Europe,eSIM,373,,"Multi-region F, 7 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-T3-7D,LeSIM-wm00130007,"Multi-region F, 7 Days, 3GB, 128kbps",Europe,eSIM,65,,"Multi-region F, 7 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-3GB-7D,LeSIM-wm00100007,"Multi-region F, 7 Days, 3GB /day, 128kbps",Europe,eSIM,226,,"Multi-region F, 7 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-500MB-7D,LeSIM-wm00110007,"Multi-region F, 7 Days, 500MB /day, 128kbps",Europe,eSIM,74,,"Multi-region F, 7 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-F-T50-7D,LeSIM-wm00180007,"Multi-region F, 7 Days, 50GB, 128kbps",Europe,eSIM,594,,"Multi-region F, 7 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-T5-7D,LeSIM-wm00140007,"Multi-region F, 7 Days, 5GB, 128kbps",Europe,eSIM,88,,"Multi-region F, 7 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-F-MAX-7D,LeSIM-wm00120007,"Multi-region F, 7 Days, Unlimited data /day",Europe,eSIM,368,,"Multi-region F, 7 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-F-TI-7D,LeSIM-wm02240007,"Multi-region F, 7 Days, Titanium AYCE /day",Europe,eSIM,770,,"Multi-region F, 7 Days, Titanium AYCE /day",Y,,,,,,,,,,,
WM-e-F-10MAX-7D,LeSIM-wm05060007,"Multi-region F, 7 Days, Premium unlimited data/day",Europe,eSIM,442,,"Multi-region F, 7 Days, Premium unlimited data/day",Y,,,,,,,,,,,
WM-e-G-T10-10D,LeSIM-wm00370010,"Multi-region G, 10 Days, 10GB, 128kbps",Worldwide,eSIM,263,,"Multi-region G, 10 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-1GB-10D,LeSIM-wm00310010,"Multi-region G, 10 Days, 1GB/day, 128kbps",Worldwide,eSIM,230,,"Multi-region G, 10 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T20-10D,LeSIM-wm00380010,"Multi-region G, 10 Days, 20GB, 128kbps",Worldwide,eSIM,488,,"Multi-region G, 10 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-10D,LeSIM-wm00320010,"Multi-region G, 10 Days, 2GB/day, 128kbps",Worldwide,eSIM,410,,"Multi-region G, 10 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T30-10D,LeSIM-wm00390010,"Multi-region G, 10 Days, 30GB, 128kbps",Worldwide,eSIM,663,,"Multi-region G, 10 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T3-10D,LeSIM-wm00350010,"Multi-region G, 10 Days, 3GB, 128kbps",Worldwide,eSIM,115,,"Multi-region G, 10 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-10D,LeSIM-wm00330010,"Multi-region G, 10 Days, 3GB/day, 128kbps",Worldwide,eSIM,525,,"Multi-region G, 10 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-10D,LeSIM-wm00300010,"Multi-region G, 10 Days,  500MB/day, 128kbps",Worldwide,eSIM,161,,"Multi-region G, 10 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T50-10D,LeSIM-wm00400010,"Multi-region G, 10 Days, 50GB, 128kbps",Worldwide,eSIM,999,,"Multi-region G, 10 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T5-10D,LeSIM-wm00360010,"Multi-region G, 10 Days, 5GB, 128kbps",Worldwide,eSIM,157,,"Multi-region G, 10 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-10D,LeSIM-wm00340010,"Multi-region G, 10 Days, Unlimited data /day",Worldwide,eSIM,704,,"Multi-region G, 10 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-T10-15D,LeSIM-wm00370015,"Multi-region G, 15 Days, 10GB, 128kbps",Worldwide,eSIM,276,,"Multi-region G, 15 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-1GB-15D,LeSIM-wm00310015,"Multi-region G, 15 Days, 1GB/day, 128kbps",Worldwide,eSIM,341,,"Multi-region G, 15 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T20-15D,LeSIM-wm00380015,"Multi-region G, 15 Days, 20GB, 128kbps",Worldwide,eSIM,516,,"Multi-region G, 15 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-15D,LeSIM-wm00320015,"Multi-region G, 15 Days, 2GB/day, 128kbps",Worldwide,eSIM,608,,"Multi-region G, 15 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T30-15D,LeSIM-wm00390015,"Multi-region G, 15 Days, 30GB, 128kbps",Worldwide,eSIM,695,,"Multi-region G, 15 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T3-15D,LeSIM-wm00350015,"Multi-region G, 15 Days, 3GB, 128kbps",Worldwide,eSIM,120,,"Multi-region G, 15 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-15D,LeSIM-wm00330015,"Multi-region G, 15 Days, 3GB/day, 128kbps",Worldwide,eSIM,782,,"Multi-region G, 15 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-15D,LeSIM-wm00300015,"Multi-region G, 15 Days,  500MB/day, 128kbps",Worldwide,eSIM,235,,"Multi-region G, 15 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T50-15D,LeSIM-wm00400015,"Multi-region G, 15 Days, 50GB, 128kbps",Worldwide,eSIM,1045,,"Multi-region G, 15 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T5-15D,LeSIM-wm00360015,"Multi-region G, 15 Days, 5GB, 128kbps",Worldwide,eSIM,166,,"Multi-region G, 15 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-15D,LeSIM-wm00340015,"Multi-region G, 15 Days, Unlimited data /day",Worldwide,eSIM,1049,,"Multi-region G, 15 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-1GB-1D,LeSIM-wm00310001,"Multi-region G, 1 Day, 1GB/day, 128kbps",Worldwide,eSIM,37,,"Multi-region G, 1 Day, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-1D,LeSIM-wm00320001,"Multi-region G, 1 Day, 2GB/day, 128kbps",Worldwide,eSIM,56,,"Multi-region G, 1 Day, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-1D,LeSIM-wm00330001,"Multi-region G, 1 Day, 3GB/day, 128kbps",Worldwide,eSIM,65,,"Multi-region G, 1 Day, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-1D,LeSIM-wm00300001,"Multi-region G, 1 Day,  500MB/day, 128kbps",Worldwide,eSIM,28,,"Multi-region G, 1 Day,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-1D,LeSIM-wm00340001,"Multi-region G, 1 Day, Unlimited data /day",Worldwide,eSIM,83,,"Multi-region G, 1 Day, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-1GB-20D,LeSIM-wm00310020,"Multi-region G, 20 Days, 1GB/day, 128kbps",Worldwide,eSIM,447,,"Multi-region G, 20 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-20D,LeSIM-wm00320020,"Multi-region G, 20 Days, 2GB/day, 128kbps",Worldwide,eSIM,805,,"Multi-region G, 20 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-20D,LeSIM-wm00330020,"Multi-region G, 20 Days, 3GB/day, 128kbps",Worldwide,eSIM,1035,,"Multi-region G, 20 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-20D,LeSIM-wm00300020,"Multi-region G, 20 Days,  500MB/day, 128kbps",Worldwide,eSIM,309,,"Multi-region G, 20 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-20D,LeSIM-wm00340020,"Multi-region G, 20 Days, Unlimited data /day",Worldwide,eSIM,1394,,"Multi-region G, 20 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-T10-30D,LeSIM-wm00370030,"Multi-region G, 30 Days, 10GB, 128kbps",Worldwide,eSIM,290,,"Multi-region G, 30 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-1GB-30D,LeSIM-wm00310030,"Multi-region G, 30 Days, 1GB/day, 128kbps",Worldwide,eSIM,663,,"Multi-region G, 30 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T20-30D,LeSIM-wm00380030,"Multi-region G, 30 Days, 20GB, 128kbps",Worldwide,eSIM,543,,"Multi-region G, 30 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-30D,LeSIM-wm00320030,"Multi-region G, 30 Days, 2GB/day, 128kbps",Worldwide,eSIM,1201,,"Multi-region G, 30 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T30-30D,LeSIM-wm00390030,"Multi-region G, 30 Days, 30GB, 128kbps",Worldwide,eSIM,727,,"Multi-region G, 30 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T3-30D,LeSIM-wm00350030,"Multi-region G, 30 Days, 3GB, 128kbps",Worldwide,eSIM,125,,"Multi-region G, 30 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-30D,LeSIM-wm00330030,"Multi-region G, 30 Days, 3GB/day, 128kbps",Worldwide,eSIM,1546,,"Multi-region G, 30 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-30D,LeSIM-wm00300030,"Multi-region G, 30 Days,  500MB/day, 128kbps",Worldwide,eSIM,456,,"Multi-region G, 30 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T50-30D,LeSIM-wm00400030,"Multi-region G, 30 Days, 50GB, 128kbps",Worldwide,eSIM,1091,,"Multi-region G, 30 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T5-30D,LeSIM-wm00360030,"Multi-region G, 30 Days, 5GB, 128kbps",Worldwide,eSIM,175,,"Multi-region G, 30 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-30D,LeSIM-wm00340030,"Multi-region G, 30 Days, Unlimited data /day",Worldwide,eSIM,2084,,"Multi-region G, 30 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-T10-3D,LeSIM-wm00370003,"Multi-region G, 3 Days, 10GB, 128kbps",Worldwide,eSIM,221,,"Multi-region G, 3 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-1GB-3D,LeSIM-wm00310003,"Multi-region G, 3 Days, 1GB/day, 128kbps",Worldwide,eSIM,79,,"Multi-region G, 3 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T20-3D,LeSIM-wm00380003,"Multi-region G, 3 Days, 20GB, 128kbps",Worldwide,eSIM,414,,"Multi-region G, 3 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-3D,LeSIM-wm00320003,"Multi-region G, 3 Days, 2GB/day, 128kbps",Worldwide,eSIM,134,,"Multi-region G, 3 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T30-3D,LeSIM-wm00390003,"Multi-region G, 3 Days, 30GB, 128kbps",Worldwide,eSIM,566,,"Multi-region G, 3 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T3-3D,LeSIM-wm00350003,"Multi-region G, 3 Days, 3GB, 128kbps",Worldwide,eSIM,102,,"Multi-region G, 3 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-3D,LeSIM-wm00330003,"Multi-region G, 3 Days, 3GB/day, 128kbps",Worldwide,eSIM,166,,"Multi-region G, 3 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-3D,LeSIM-wm00300003,"Multi-region G, 3 Days,  500MB/day, 128kbps",Worldwide,eSIM,60,,"Multi-region G, 3 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T50-3D,LeSIM-wm00400003,"Multi-region G, 3 Days, 50GB, 128kbps",Worldwide,eSIM,861,,"Multi-region G, 3 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T5-3D,LeSIM-wm00360003,"Multi-region G, 3 Days, 5GB, 128kbps",Worldwide,eSIM,129,,"Multi-region G, 3 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-3D,LeSIM-wm00340003,"Multi-region G, 3 Days, Unlimited data /day",Worldwide,eSIM,221,,"Multi-region G, 3 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-T10-5D,LeSIM-wm00370005,"Multi-region G, 5 Days, 10GB, 128kbps",Worldwide,eSIM,235,,"Multi-region G, 5 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-1GB-5D,LeSIM-wm00310005,"Multi-region G, 5 Days, 1GB/day, 128kbps",Worldwide,eSIM,125,,"Multi-region G, 5 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T20-5D,LeSIM-wm00380005,"Multi-region G, 5 Days, 20GB, 128kbps",Worldwide,eSIM,442,,"Multi-region G, 5 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-5D,LeSIM-wm00320005,"Multi-region G, 5 Days, 2GB/day, 128kbps",Worldwide,eSIM,212,,"Multi-region G, 5 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T30-5D,LeSIM-wm00390005,"Multi-region G, 5 Days, 30GB, 128kbps",Worldwide,eSIM,598,,"Multi-region G, 5 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T3-5D,LeSIM-wm00350005,"Multi-region G, 5 Days, 3GB, 128kbps",Worldwide,eSIM,106,,"Multi-region G, 5 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-5D,LeSIM-wm00330005,"Multi-region G, 5 Days, 3GB/day, 128kbps",Worldwide,eSIM,272,,"Multi-region G, 5 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-5D,LeSIM-wm00300005,"Multi-region G, 5 Days,  500MB/day, 128kbps",Worldwide,eSIM,88,,"Multi-region G, 5 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T50-5D,LeSIM-wm00400005,"Multi-region G, 5 Days, 50GB, 128kbps",Worldwide,eSIM,907,,"Multi-region G, 5 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T5-5D,LeSIM-wm00360005,"Multi-region G, 5 Days, 5GB, 128kbps",Worldwide,eSIM,138,,"Multi-region G, 5 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-5D,LeSIM-wm00340005,"Multi-region G, 5 Days, Unlimited data /day",Worldwide,eSIM,359,,"Multi-region G, 5 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-G-T10-7D,LeSIM-wm00370007,"Multi-region G, 7 Days, 10GB, 128kbps",Worldwide,eSIM,249,,"Multi-region G, 7 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-1GB-7D,LeSIM-wm00310007,"Multi-region G, 7 Days, 1GB/day, 128kbps",Worldwide,eSIM,166,,"Multi-region G, 7 Days, 1GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T20-7D,LeSIM-wm00380007,"Multi-region G, 7 Days, 20GB, 128kbps",Worldwide,eSIM,470,,"Multi-region G, 7 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-2GB-7D,LeSIM-wm00320007,"Multi-region G, 7 Days, 2GB/day, 128kbps",Worldwide,eSIM,290,,"Multi-region G, 7 Days, 2GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T30-7D,LeSIM-wm00390007,"Multi-region G, 7 Days, 30GB, 128kbps",Worldwide,eSIM,631,,"Multi-region G, 7 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T3-7D,LeSIM-wm00350007,"Multi-region G, 7 Days, 3GB, 128kbps",Worldwide,eSIM,111,,"Multi-region G, 7 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-3GB-7D,LeSIM-wm00330007,"Multi-region G, 7 Days, 3GB/day, 128kbps",Worldwide,eSIM,373,,"Multi-region G, 7 Days, 3GB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-500MB-7D,LeSIM-wm00300007,"Multi-region G, 7 Days,  500MB/day, 128kbps",Worldwide,eSIM,115,,"Multi-region G, 7 Days,  500MB/day, 128kbps",Y,,,,,,,,,,,
WM-e-G-T50-7D,LeSIM-wm00400007,"Multi-region G, 7 Days, 50GB, 128kbps",Worldwide,eSIM,953,,"Multi-region G, 7 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-T5-7D,LeSIM-wm00360007,"Multi-region G, 7 Days, 5GB, 128kbps",Worldwide,eSIM,148,,"Multi-region G, 7 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-G-MAX-7D,LeSIM-wm00340007,"Multi-region G, 7 Days, Unlimited data /day",Worldwide,eSIM,497,,"Multi-region G, 7 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-H-T10-10D,LeSIM-wm00480010,"Multi-region H, 10 Days, 10GB, 128kbps",Worldwide,eSIM,341,,"Multi-region H, 10 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-1GB-10D,LeSIM-wm00420010,"Multi-region H, 10 Days, 1GB /day, 128kbps",Worldwide,eSIM,286,,"Multi-region H, 10 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-T20-10D,LeSIM-wm00490010,"Multi-region H, 10 Days, 20GB, 128kbps",Worldwide,eSIM,635,,"Multi-region H, 10 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-2GB-10D,LeSIM-wm00430010,"Multi-region H, 10 Days, 2GB /day, 128kbps",Worldwide,eSIM,516,,"Multi-region H, 10 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-T30-10D,LeSIM-wm00500010,"Multi-region H, 10 Days, 30GB, 128kbps",Worldwide,eSIM,879,,"Multi-region H, 10 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-T3-10D,LeSIM-wm00460010,"Multi-region H, 10 Days, 3GB, 128kbps",Worldwide,eSIM,129,,"Multi-region H, 10 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-3GB-10D,LeSIM-wm00440010,"Multi-region H, 10 Days, 3GB /day, 128kbps",Worldwide,eSIM,700,,"Multi-region H, 10 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-500MB-10D,LeSIM-wm00410010,"Multi-region H, 10 Days, 500MB /day, 128kbps",Worldwide,eSIM,217,,"Multi-region H, 10 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-T50-10D,LeSIM-wm00510010,"Multi-region H, 10 Days, 50GB, 128kbps",Worldwide,eSIM,1380,,"Multi-region H, 10 Days, 50GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-T5-10D,LeSIM-wm00470010,"Multi-region H, 10 Days, 5GB, 128kbps",Worldwide,eSIM,189,,"Multi-region H, 10 Days, 5GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-MAX-10D,LeSIM-wm00450010,"Multi-region H, 10 Days, Unlimited data /day",Worldwide,eSIM,1017,,"Multi-region H, 10 Days, Unlimited data /day",Y,,,,,,,,,,,
WM-e-H-T10-15D,LeSIM-wm00480015,"Multi-region H, 15 Days, 10GB, 128kbps",Worldwide,eSIM,359,,"Multi-region H, 15 Days, 10GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-1GB-15D,LeSIM-wm00420015,"Multi-region H, 15 Days, 1GB /day, 128kbps",Worldwide,eSIM,424,,"Multi-region H, 15 Days, 1GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-T20-15D,LeSIM-wm00490015,"Multi-region H, 15 Days, 20GB, 128kbps",Worldwide,eSIM,667,,"Multi-region H, 15 Days, 20GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-2GB-15D,LeSIM-wm00430015,"Multi-region H, 15 Days, 2GB /day, 128kbps",Worldwide,eSIM,764,,"Multi-region H, 15 Days, 2GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-T30-15D,LeSIM-wm00500015,"Multi-region H, 15 Days, 30GB, 128kbps",Worldwide,eSIM,925,,"Multi-region H, 15 Days, 30GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-T3-15D,LeSIM-wm00460015,"Multi-region H, 15 Days, 3GB, 128kbps",Worldwide,eSIM,138,,"Multi-region H, 15 Days, 3GB, 128kbps",Y,,,,,,,,,,,
WM-e-H-3GB-15D,LeSIM-wm00440015,"Multi-region H, 15 Days, 3GB /day, 128kbps",Worldwide,eSIM,1040,,"Multi-region H, 15 Days, 3GB /day, 128kbps",Y,,,,,,,,,,,
WM-e-H-500MB-15D,LeSIM-wm00410015,"Multi-region H, 15 Days, 500MB /day, 128kbps",Worldwide,eSIM,318,,"Multi-region H, 15 Days, 500MB /day, 128kbps",Y,,,,,,,,,,,
